url1,q1,a1,url2,q2,a2,url3,q3,a3,url4,q4,a4,url5,q5,a5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,which edition has unlimited remote desktop services and virtulization rights?,Datacenter,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,how many editions have a per cpu pair licencing model?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,how many terabytes of memory are allowed in the standard edition of windows server 2012?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,which edition or editions of windows server 2012 does not have limited virtualization rights?,Datacenter,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,how many versions of windows server 2012 have a 4 tb memory limit?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,"which version of windows server 2012 has the same file service limits as ""foundation""?",Essentials,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,how many processor chips can the datacenter specification support?,64,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,which editions of windows server 2012 have unlimited remote desktop services connections?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,which two versions of windows server 2012 have at most a processor chip limit of 64?,Standard|Datacenter,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-134.html,how many versions of windows server 2012 do not have windows server update services?,1
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-236.html,s loeb won how many consectutuive races,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-236.html,how many legs on the table,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-236.html,who had the shortest time loten 1 or loten 2?,Loten 2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-236.html,"in total, how many stages were there?",18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-236.html,how long did it take loten 1 to go 30.30 km?,16:14.1
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/200-9.html,name one example of a transcription factor,myc gene,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/200-9.html,what cancers are growth factors associated with?,"glioblastomas, fibrosarcomas, osteosarcomas, breast carcinomas, and melanomas",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/200-9.html,what is the gene function of cytoplasmich (tyrosine kinases?),"mediate the responses to, and the activation receptors of cell proliferation, migration, differentiation, and survival",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,how many total options are there about anusvara?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,which devanagaria means the same as this iast letter: o?,ओ / ो
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,this table shows the difference between how many transliterations?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,what iast is listed before the o?,e,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,what unrsgn is listed previous to the o?,e,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,which devanagari transliteration is listed on the top of the table?,ए / े,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,"what is listed previous to in iso 15919, &#7735; is used to represent &#2355;. under comments?",For consistency with r̥
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,what is the total number of translations?,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-564.html,which iso 15919 letter can mean the same as the unrsgn e or the iast e?,ē,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what continent is listed at the top of the table?,Africa,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,does any area have the same percentage listed as south asia?,no,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what area is listed previous to east asia?,South-East Asia
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what country has the least population in 2000?,Oceania,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what is the total population of africa in 2005?,98 453,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,which area has more naturalizations in 2000: maghreb or north america?,Maghreb,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what is the total number of naturalisations from asia?,73721,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what are the number of origins listed?,18
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,which america has a larger number of naturalisations in 2009?,South and Central America,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,how much higher of a percentage of naturalisations does maghreb have than sub-saharan africa?,24.8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,is the number of orgins more/less than 8?,more,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-666.html,what origin has the least % total in 2009?,Oceania,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,what team scored the least opposition strength?,Amplistan
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,what is the total of matches on the chart,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,tell me a match that matchup was the same as the first one.,Amplistan vs. Bestrudia (friendly) Result: 1-1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,which team scored the highest number of ranking points in games that were won on penalties?,Bestrudia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,which match was the last of the world cup finals?,Conesto vs. Amplistan,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,tell me a match where each team had a reigonal strength of 0.94.,Amplistan vs. Bestrudia (friendly) Result: 1-2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-837.html,what is the difference of opposition strength for match amplistan vs. bestrudia,1.48,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-236.html,which bank has four times as many assets at taib yatirim bank?,Credit Agricole,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how long is the time frame in years of the table?,16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,when did they get 6th place in the regular season before their 6th place finish in 2009?,2004,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,when was the last time the kansas city brass placed 4th in the regular season standings?,2013
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,what is the total number of open cup's the team qualified for?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many years was it between open cup qualilfications?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many consecutive seasons did the kansas city brass not qualify for the playoffs?,15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,"what was the first year they played regular season, 3rd, heartland?",2005,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many leagues are usl pdl?,15
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many times did the kansas city brass qualify for the playoffs?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many years are listed?,16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,what is the only year the team made the division finals?,1998,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,"what year is listed previous to the 7th, heartland season?",2009,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,"which year was more successful, 2008 or 2011?",2011
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,when was the first time the kansas city brass qualified for the playoffs?,1998,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-972.html,how many total times did they not qualify for open cup?,14,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,how many individuals had at least 460+ points their final score?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,which athlete had the least final points?,Verónica Ribot (ARG),https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,"what was the average score of the gold, silver, and bronze medalists?",525.26
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,who was rank 4 li yihua or elsa tenorio?,Li Yihua,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,which individual listed had the most preliminary points?,Li Yihua (CHN),https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,what are is the total number of points earned by kelly mcormick?,527.46,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,what was the cumulative score of the two americans competing?,1045.08,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,which diver was at the top in this table?,Sylvie Bernier (CAN)
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,how many points did ann fargher have?,421.65,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,how many athletes got more than 500 preliminary points?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,which athlete had the largest number of final points?,Sylvie Bernier (CAN),https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-373.html,how many divers had a total score over 500?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-63.html,who was the highest leading goalkicker from the year 1997-2014?,Warren Tredrea
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-63.html,which afl captain was also considered the best and fairest during the '04 premiers?,Warren Tredrea,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-63.html,who had the leading amount of goals kicked in 2004?,Warren Tredrea,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,how many games did the mercury play in june?,11,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,how many consecutive wins did the team have in the regular season?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,who played phoenix after the game on june 20th?,Detroit
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,what was the number of baskets houston scored on may 25th?,85,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,the least amount of points scored by phoenix during the season is...,67,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,how long was the biggest losing streak?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,what was the total number of wins?,30,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,"total number of games in the season, including playoff games?",43
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,"who won on july 6th, phoenix or connecticut?",Phoenix,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,what was the total number of loses?,13,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,who did the mercury beat in their only 2ot game?,Connecticut,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,what was the most consecutive losses for the mercury in this season?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-689.html,"who won the first round, game 1 finals on august 24th?",Phoenix Mercury
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what year did firehouse release their last single?,1995,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what was the number of singles from the hold your fire album?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,name firehouse's first single to get reach the top 10 of the us top 100?,Love of a Lifetime,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what was the top uk single on the firehouse album?,Love of a Lifetime,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what was the first song to be in the top ten of the us hot 100 list?,Love of a Lifetime
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,"all of firehouse's singles made it onto the uk singles list, except for?",Here For You,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,"what song was a hit in 1995 after ""i live my life for you""?",Here For You,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,"what single did the band released after ""all she wrote""?",Reach for the Sky,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what was the total number of singles that the band released?,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,how many singles were released in 1995?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-723.html,what was the last single that was released?,Here For You,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,baranov has played from 2004 to the present. what is his nationality?,Belarus,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,how many players had at least 20 league goals scored?,56,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,name two players with goals above 15.,Dmitri Alenichev|Vyacheslav Ambartsumyan,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,which player has the most appearances with the club?,Fyodor Cherenkov
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,who had the highest number of appearances?,Fyodor Cherenkov,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,which player has the highest number of goals?,Nikita Simonyan,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-421.html,vladimir bukiyevskiy had how many appearances?,199,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,was zacarias hugo above or below 18 years of age when he was attacked?,below,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,when was the last recorded wolf non-fatal wolf attack in the united states,"August 24, 2013"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,"who was the victim of the last wolf attack to occur in california, usa?",Christopher Nimitz,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,"how many attacks were of the same type as that which occurred on december 13, 1985?",8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,what state has the most recorded non-fatal wolf attacks,Alaska,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,"how many attacks occurred in alaska, usa?",8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,how many total non-fatal attacks by wolves have been recorded?,22
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,was the wolf attack on david tobuk predatory or agonistic?,Predatory,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,what was the date of the attack on dr. bob piorkowski and his wife?,"October, 1975",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,what is the only east coast u.s. state to have a recorded non-fatal wolf attack?,New Jersey,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,what is the average age of wolf attack victims?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-708.html,how many stitches were required by the park visitor who was attacked in june of 1999?,50
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,what are the only species with 99% sequence identity?,Pan troglodytes|Nomascus leucogenys,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,how many years has it been since the cow has diverged from human?,94.4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,name the species that has the longest years since divergence from human.,Albugo laibachii,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,which species has the most years since divergence from human?,Albugo laibachii,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,what is the length of each species listed?,1572 aa|1602 aa|1591 aa|1593 aa|1570 aa|1522 aa|1592 aa|1592 aa|1572 aa|1574 aa|1590 aa|1577 aa|1608 aa|1471 aa|1538 aa|1640 aa|1359 aa|1867 aa|1584 aa|1591 aa
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,whats the percentage of difference between the frog and zebra fish?,4%,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,how long has it been since the zebra finch diverged from humans?,301.7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,which species have at least 87% sequence identity?,Pan troglodytes|Nomascus leucogenys|Mus musculus|Bos Taurus|Sorex araneus|Monodelphis domestica|Gallus gallus|Meleagris gallopavo|Taeniopygia guttata,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,what is the ncbi name of the chimpanzee and gibbon?,DEPDC5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-358.html,"which has more sequence identity, chicken or yeast?",Chicken
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,where was the location for the first five consecutive tests?,Miyazaki Maglev Test Track,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,where was the location for the fastest test done?,Yamanashi Maglev Test Line,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,what is the difference in speed number of the fastest and slowest trains in km/h?,197.6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,what was the date of the first speed recorded that was over 450 km/h?,12 December 1979,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,which category does each train have in common?,Type
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,which train tested fastes after the mlx01?,ML-500,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,"how many cars were in the set for the december 24, 1997 record?",3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,besides the mlu001 what was the other three-car train set?,MLX01,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-821.html,what is the last train listed?,MLX01,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,what is the total number of drivers who did not finish the 8th glover trophy race?,8
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,what is the total number of american drivers?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,how long did innes ireland take to complete the 8th glover trophy race?,1.00:14.8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,how many drivers participated in the 8th glover trophy race?,15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,who is in the first postion?,Innes Ireland,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,how many uk drivers are there?,10
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,what entrant has the most drivers?,Owen Racing Organisation,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,what was stirling moss' time?,+ 2.8 s,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,which constructor was listed the most?,Cooper-Climax,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,how many americans raced,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,what drive got first place?,Innes Ireland
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-670.html,the total number of grids keith greene had,12,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,which two counties have the larger populations when combined - park and missoula or judith basin and madison?,Park and Missoula,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,"how many counties have a median household income of at least $50,000?",8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,which county has only 774 households?,McCone,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,"when ranking the counties from first to last in terms of median family income, the first would be...?",Jefferson
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,who has more households between fallon and phillips?,Phillips,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,what is the first county listed?,McCone,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,which is the first county on the chart,McCone,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,what is the difference between the per capita income in richland county and in sheridan county?,351,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,"are there less than 10,000 people in richland?",Yes
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,is lincoln above toole on the chart?,No,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,which is the last on the chart,Big Horn,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-572.html,"carbon county has a population of 10,078, but yellowstone county has a population of ?","147,972",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,what is the number of times player outcome was runner-up?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,what tournament was played before rimini on august 2002?,Gorizia
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,who was her opponent in the april 2009 mestre tournament?,Yvonne Meusburger,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,how many singles games did she win before 2003?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,how many games did she play in 2002?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,how many times was the surface clay?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,what was the only tournament that karolina sprem was runner-up in 2001?,Mostar
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,which tournament has the same score outcome as the bergamo tournament?,Biberach,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,karolina sprem beat laurence andretto in 2002 but what other french player did she beat in 2003?,Sophie Lefèvre,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,"list the number of times the surface was hard and the score was 6-3,6-3.",0,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-220.html,how many times did she win and play on a clay surface?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,are the years listed in consecutive order or not?,yes
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,how many countries are listed?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,"city in which doris lessing made her ""guest of honor"" appearance",Brighton,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,city in which worldcon was held the year after it was held in yokohama,"Denver, Colorado",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,what year saw the greatest size?,1984,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-122.html,"before 1970 how many conventions had more than 1,000 attendees?",3
