url1,q1,a1,url2,q2,a2,url3,q3,a3,url4,q4,a4,url5,q5,a5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,how many plugs in the list are not earthed?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,how many total standards are there for type b plugs?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,how many different types of world plugs are earthed?,18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,which power rating is previous to type d,Socket 0.2 A/250 V Plug Unspecified7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,how many plugs are polarised but not europlug compatible?,10
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,which iec world plug type has more yeses for all of its standards: a or b?,B,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-794.html,which iec world plugs type has the most plug standards listed as subsets of it?,N,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,which model is the only model to have the lowest caliber?,New Model Pocket Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,what year was the frst .36 calliber revolver manufactured?,1861-1862,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,"which had a longer barrel, the remington-beals army or navy model revolver in 1861?",Remington-Beals Army Model Revolver
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,name the models that had the same caliber as the remington-beals navy model revolver.,1861 Navy Revolver|New Model Navy Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,which model had the most production during the years of manufacture?,New Model Army Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,what was the last year of manufacture for these revolvers?,1875,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,what model revolver had the least number of revolvers produced?,Remington-Beals Army Model Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,which models have the largest barrels?,Remington-Beals Army Model Revolver|1861 Army Revolver (Old Model Army)|New Model Army Revolver
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,which model was the last to be made?,New Model Pocket Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-253.html,which models do not have medium frames?,Remington-Beals Army Model Revolver|1861 Army Revolver (Old Model Army)|New Model Army Revolver|New Model Single Action Belt Revolver|Remington-Rider Double Action New Model Belt Revolver,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,which opponent is listed after cleveland freeze in the table?,Detroit Waza,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,how long was the teams longest losing streak?,5 games,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,how many games did the harrisburg heat lose to the cleveland freeze in total.,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,how many times did the team play at home but did not win?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,what was the location before tri-county soccerplex?,Farm Show Arena,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,how many games did the harrisburg heat win in which they scored eight or more goals?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,which opponent is listed first in the table?,Detroit Waza,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,who was the first opponent on this list?,Detroit Waza
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-151.html,what is the date of the game after december 22?,December 28,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,what is the number of christian radio stations broadcasted by mxr yorkshire?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,name the only indie/alternative/rock music radio station broadcasted by mxr yorkshire.,XFM,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how many rock stations are listed?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,does heart london broadcast adult contemporary music or r'n'b and hip-hop?,Adult contemporary
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how long is the bit rate number for gold radio service?,64 kbit/s,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,what is the number of services broadcast with a mono lsf audio channel?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,the first service after capital yorkshire,Choice FM,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,the service with the least bit rate,DAB Guide,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how many stations are at least 128 kbit/s?,7
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how many r'n'b stations are broadcasted by mxr yorkshire?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how many different analouges does capital yorkshire have avaiable,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,which service has the lowest bit rate?,DAB Guide,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,their service is described at dance and rnb and has a bit rate of kbit/s,Capital Yorkshire,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-603.html,how many stations have a bit rate of at most 64 kbit/s?,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,which two institutions joined the same year as clarke university?,Mount Mercy University|Viterbo University,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,which school has the least number of students attending it?,AIB College of Business,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,"which institutions have more than 2,000 enrollment?",Saint Ambrose University|Viterbo University,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,"out of v-hawks and mustangs, who has the least enrollment?",Mustangs,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,what is the first school on the list?,AIB College of Business
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,does vigerbo university or william penn university have a higher student enrollment?,Viterbo University,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,which has the largest enrollment?,Saint Ambrose University,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,what is the number of enrollment for grand view university?,"1,750",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,"other than aib, name a college in des moines.",Grand View University,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-501.html,what is the average enrollment between all seven institutions?,1947
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,how many games were played at the philsports arena?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,who of the top scorers listed scored the least?,Davonn Harp,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,what was the total number of games played against shell?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,"of all the games won, which game had a score gap less than the february 28th game?",February 16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,how many games did the team win with scores above 100?,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,what's the difference between the highest score in a game and the lowest score in a game?,53,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,"who scored the most points, harp, briones, or lang?",Lang,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,what game did the winning team only score 73 points?,February 16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,"after a game at dumaguete city, what venue comes next?",YNARES CENTER,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,on what date was the last game at philsports arena?,October 24
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-97.html,how many total games were played?,19,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-253.html,name all winners of the caribbean cup,Trinidad and Tobago|Jamaica|Cuba|Martinique|Haiti,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-253.html,how many titles has jamaica won since trinidad and tobago's last title?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-253.html,which team has best percentage of titles to runner up finishes?,Jamaica,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,which movie did this actress star in after krishna prema?,Tahsildar
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,how many films were done before the 1950s?,21,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,how many total different languages did the actress film movies in?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,what was the first movie she stared in with the banner pratiba?,Garuda Garvabhangam,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,what was the name of the last movie the actress appeared in?,Pelli Kanuka,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,how many films did the actress appear in 1941/,3
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,which year did the actress star in the most movies?,1956,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,which film is listed after ratnamala?,Raja Mukthi,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-852.html,what is the total films done in the 1990s?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,how many games did this team win during this season?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,what is the difference between the number of wins and the number of losses?,6
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,how many dates are on the chart,12,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,which date was attended by the most people?,November 19,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,"in how many games were than more than 80,000 people attending",7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,"what was the last game to be attended by fewer than 30,000 people?",October 22,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-917.html,what is the least amount of points this team won by this season??,10
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,what are the number of times bangalore is listed as the destination?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,what is the name of the last train on the list?,Bilaspur Express,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,what is the name of the train listed before bangalore express?,Shatabdi Express,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,"other than the saptagiri express, name a train that was destined for tirupati.",Tirupati Express,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,tell me the number of trains headed for jolarpet junction.,1
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,how many total trains were destined for new delhi?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,how many trains are going to trivandrum?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-78.html,what is the name of the train listed after the superfast express?,Trivandum Express,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,what party has the most representatives in the diet representation?,Your Party,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,"according to this table, which party is japan's oldest political party?",Japanese Communist Party (JCP) Nihon Kyōsan-tō 日本共産党
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,how many representatives come from the green wind party?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,what party is listed previous to the new renaissance party?,New Party Daichi - True Democrats,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,"people's life party has at most, how many party leaders?",1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,how many of these parties currently have no councillors?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,what is the numerical difference between green wind's representatives and councillors?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-316.html,how long has the japanese communist party been in existence?,Since 1922,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,how many people attended the game on june 24?,"6,662",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,what date had the largest attendance?,July 23,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,"how many games had attendance with at least 10,000 people?",7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,what was the score after the season opener?,53-64
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,number of victories,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,how many points did the washington mystics score against sacramento on june 11?,76,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,what was the least amount of points scored by a leading scorer?,11,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-746.html,which game date had the leading scorer as alana beard and the score was 67-63?,June 18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-195.html,when was the first time elizabeth dawn appeared in her role as vera duckworth?,1997
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-195.html,"how many awards has elizabeth dawn received, in total, for her work in the entertainment industry?",2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,"gshp, ground at 10degrees is next to low output temp or high output temp?",Low output temperature,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,how many pumps temperature was 75 degrees celsuis?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,how many pump types have no typical use listed?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,what is the average variation when using ground source heat pump water at 0degrees.,3.5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,which pump had the top cop variation at 35 degrees celsius?,"Theoretical Carnot cycle limit, source 10 °C",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,the theoretical lorentzen cycle has the same cop variation at 45 degrees celsius as what other pump at 35 degrees celsius?,"Theoretical Carnot cycle limit, source 0 °C",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,how many pump types have an entry listed for 85 °c (e.g. radiator and dhw)?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,what number of pump types have a 35 °c (e.g. heated screed floor) greater than 5.0?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,what is the number of pumps whose typical use is low output temperature?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-195.html,which pump type has the least variation at 55 degrees c?,"Two-stage ASHP, air at −20 °C[6]",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,which team placed in first with the most earned medals?,Russia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many total medals did switzerland and france win?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,which team(s) have the least amount of silver medals?,Russia|France|Georgia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many teams competed for medals?,7
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many countries did not earn silver medals?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,what is the number of silver medals won by italy?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many countries had at least 2 total medals?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,"who had more gold medals, russia or georgia?",Russia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,what is the difference between the number of medals earned by the highest-earning country and the lowest-earning country?,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,which countries earned the same number of silver medals as germany?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many countries earned at lest one bronze medal?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many countries won no gold medals?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,how many countries earned at least one silver medal?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-297.html,what is the number of countries earning gold medals?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,what is the last name of trial on the list?,Scareoke,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,"what was the total number of stars given for the ""thunderball"" challenge?",3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,name a person that participated in at least three trials.,Jan,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,who won the trial before phina?,Scott,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,"what challenge came next after ""jungle falls""?",Tomb of Torment
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,how many trials were in november 2006?,18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,how many times is jan scott listed under celebrity/ies taking part?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,who won after jan in week 9?,Scott,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,jan and scott took part in trial number 10. who took part in the previous trial?,Jan|Scott,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,did matt win more stars overall than myleene?,No
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,what two names are next to operation that is under name of trial?,Phina|Jason,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,what is the first name of trial on the list?,Mineshaft Misery,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,how many trials were there during this time?,21,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-628.html,what was the name of the last trial on december 1?,Scareoke,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,who was the first american to enter their respective office?,Richard B. Russell
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,what is the total number of states listed on the chart?,22,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,sir stanley robinson and sir theodore brancker both served for which state?,Barbados,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,how many people entered office in 1970?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,find the country of the first speaker whose name is unknown.,Bolivia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,how many apeakers took office before 1966?,5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,does the united states have more elected officials than mexico?,yes,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,what is the total number of times jamaican speakers are represented on the chart,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-782.html,mario sandoval alarcon and fernando elichirigoity both entered office in which year?,1970,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,who is the previous president to henry cotton?,Lalmohan Ghosh,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,which president is listed at the top of the chart?,Womesh Chunder Bonnerjee
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,which location had the most conferences listed?,Calcutta,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,who was the first president in the 1900's?,N. G. Chandavarkar,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,how many presidents served more than one year?,17,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,who was the last president to serve consecutive years?,Sonia Gandhi,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,where was the last conference held?,Calcutta
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,which person has led the conference the most?,Jawaharlal Nehru,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,"womesh chunder has led the conference multiple times, name on other leader who has also.",Dadabhai Naoroji,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,what is the total number of conferences in calcutta?,16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-278.html,"who had a longer lifespan, george yule or dadabhai naoroji?",Dadabhai Naoroji,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,what were the most labels?,Becket
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,which song topped the club play singles list?,Thanks to You,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,"which singles are newer? ""thin line"" or ""say it again""?",Thin Line,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,what is sinnamon's only hit of 1984?,Thin Line,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,what was the number of singles between 1982 and 1987?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,which single had the most club play?,Thanks to You
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,how many labels did sinnamon record under?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,how many singles did becket have in total?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,what was sinnamon's first label?,Becket,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-480.html,what was the only sinnamon song to rise to number 1 on the us hot dance music/club play chart in billboard?,Thanks to You,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,how many managerial changes were there in 2009?,13
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,"who was appointed earlier, wichaya or pue-on?",Wichaya,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,what is the number of managerial changes that ttm samut sakhon made in 2009?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,what is the last name on the list?,Chatchai Paholpat,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,next manager of ttm samut sakhon after prajuk viengsong,Attaphol Puspakom,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,other new replacement chosen in april 2009 besides kij meesrisuk,Attaphol Puspakom
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,what name is just previous to surasak tansurat on the list?,Attaphol Puspakom,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,how many changes incolved pattaya united?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,hans r. esmer and christophe larrouilh were both replaced in what month in 2009?,June,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,how many appointments are in january?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-805.html,total number of managerial changes in 2009,13
